Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: ÿÿÿÿÿÿÿÿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
55.727,2795,1490,95.2,160.0,4.7,-17,10.89,13.30,1.70,7.9,26.6,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.65,41.57,14.56,143.8,161.8,0.00,50840.0,10.94,14.55,100.0,28.0,0.0,49.5,27.5,100.0,
55.737,2795,1490,95.2,158.2,5.0,25,11.09,14.80,1.70,7.9,26.6,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.83,43.05,14.67,143.8,161.8,0.00,52264.0,10.88,14.55,100.0,25.0,0.0,47.5,27.5,100.0,
55.750,3126,10000,95.2,158.2,4.9,-3,11.33,14.70,1.40,7.3,28.7,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.93,43.95,14.63,143.8,161.8,0.00,51720.0,10.91,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
55.760,3126,10000,95.2,160.0,4.7,-22,10.88,13.80,1.40,7.3,28.7,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.73,41.75,14.63,143.8,161.8,0.00,51192.0,10.92,14.55,100.0,28.0,0.0,49.5,30.0,100.0,
55.767,2953,-8514,95.2,158.2,4.9,17,10.85,13.60,1.60,7.9,29.1,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.77,41.50,14.65,143.8,161.8,0.00,50504.0,10.92,14.55,100.0,25.0,0.0,47.5,29.5,100.0,
55.777,2953,-8514,95.2,158.2,4.9,-3,10.96,13.30,1.60,7.9,29.1,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.77,43.02,14.59,143.8,161.8,0.00,51016.0,10.94,14.55,100.0,25.0,0.0,47.5,29.5,100.0,
55.788,2848,-4984,95.2,160.0,4.7,-14,11.12,13.30,1.68,8.0,28.7,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.66,42.97,14.56,143.8,161.8,0.00,50504.0,10.98,14.55,100.0,28.0,0.0,49.5,28.0,100.0,
55.797,2848,-4984,95.2,158.2,4.8,6,10.73,13.30,1.68,8.0,28.7,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.59,42.09,14.60,143.8,161.8,0.00,50000.0,10.94,14.55,100.0,25.0,0.0,47.5,28.0,100.0,
55.807,2860,-4984,95.2,158.2,5.0,24,10.81,13.70,1.68,8.0,28.7,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.78,43.50,14.62,143.8,161.8,0.00,51016.0,10.91,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
55.817,2860,572,95.2,158.2,4.9,-16,10.93,15.40,1.62,7.7,28.5,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.82,42.13,14.64,143.8,161.8,0.00,53000.0,10.91,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
55.831,3141,10000,95.2,160.0,4.7,-14,11.21,14.10,1.40,7.3,30.3,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.73,43.88,14.63,143.8,161.8,0.00,52080.0,10.94,14.55,100.0,28.0,0.0,49.5,30.0,100.0,
55.837,3141,10000,95.2,158.2,5.0,25,10.86,13.50,1.40,7.3,30.3,100.0,100.0,100.0,100.0,100.0,21.5,0.0,0.76,41.40,14.72,143.8,161.8,0.00,51720.0,10.83,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
55.848,2968,-8559,95.2,158.2,4.9,-3,10.79,13.30,1.65,8.2,30.5,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.80,41.88,14.68,143.8,161.8,0.00,51016.0,10.86,14.55,100.0,25.0,0.0,47.5,29.5,100.0,
55.857,2968,-8559,95.2,158.2,4.7,-22,10.84,13.30,1.65,8.2,30.5,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.66,41.90,14.56,143.8,161.8,0.00,51368.0,10.88,14.55,100.0,25.0,0.0,47.5,29.5,100.0,
55.867,2864,-8559,95.2,158.2,4.9,19,11.10,13.30,1.65,8.2,30.5,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.73,43.70,14.64,143.8,161.8,0.00,51016.0,10.86,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
55.877,2864,-4964,95.2,158.2,5.0,6,10.76,13.30,1.67,8.0,29.9,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.76,42.05,14.68,143.8,161.8,0.00,50328.0,10.83,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
55.887,2864,-4964,95.2,158.2,4.7,-22,10.72,13.30,1.67,8.0,29.9,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.71,42.95,14.57,143.8,161.8,0.00,50160.0,10.91,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
55.897,2860,-190,95.2,158.2,4.9,11,10.85,13.90,1.70,8.1,29.5,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.74,41.95,14.63,143.8,161.8,0.00,53376.0,10.85,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
55.907,3108,-190,95.2,158.2,5.0,11,11.19,13.50,1.70,8.1,29.5,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.92,44.02,14.77,142.0,161.8,0.00,52816.0,10.83,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
55.917,3108,10000,95.2,158.2,4.8,-16,10.81,13.30,1.64,8.5,30.9,100.0,100.0,100.0,100.0,100.0,21.7,0.0,0.79,41.25,14.70,143.8,161.8,0.00,52080.0,10.85,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
55.927,2973,10000,95.2,160.0,4.8,-3,10.66,13.30,1.64,8.5,30.9,100.0,100.0,100.0,100.0,100.0,21.7,0.0,0.75,42.32,14.59,143.8,161.8,0.00,51720.0,10.91,14.55,100.0,28.0,0.0,49.5,30.0,100.0,
55.937,2973,-6691,95.2,158.2,5.0,19,10.79,13.30,1.71,8.5,31.1,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.86,41.40,14.66,143.8,161.8,0.00,52080.0,10.86,14.55,100.0,25.0,0.0,47.5,29.5,100.0,
55.947,2973,-6691,95.2,158.2,4.9,-8,11.09,13.20,1.71,8.5,31.1,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.89,43.27,14.67,143.8,161.8,0.00,51720.0,10.92,14.55,100.0,25.0,0.0,47.5,29.5,100.0,
55.957,2925,-2340,95.2,160.0,4.7,-17,10.71,13.30,1.69,8.2,30.9,100.0,100.0,100.0,100.0,100.0,21.2,0.0,0.70,41.63,14.61,143.8,161.8,0.00,51192.0,10.95,14.55,100.0,28.0,0.0,49.5,29.0,100.0,
55.967,2925,-2340,95.2,158.2,5.0,25,10.67,13.40,1.69,8.2,30.9,100.0,100.0,100.0,100.0,100.0,21.2,0.0,0.80,42.65,14.65,143.8,161.8,0.00,50672.0,10.95,14.55,100.0,25.0,0.0,47.5,29.0,100.0,
55.977,2916,-437,95.2,158.2,5.0,0,10.80,14.30,1.69,8.2,30.7,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.91,41.27,14.67,143.8,161.8,0.00,53184.0,10.97,14.55,100.0,25.0,0.0,47.5,29.0,100.0,
55.987,3142,-437,95.2,160.0,4.7,-25,11.06,13.70,1.69,8.2,30.7,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.83,43.20,14.64,143.8,161.8,0.00,52816.0,11.07,14.55,100.0,28.0,0.0,49.5,29.0,100.0,
55.997,3142,10000,95.2,158.2,4.9,17,10.76,13.40,1.62,8.5,32.0,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.79,41.63,14.70,143.8,161.8,0.00,52264.0,11.05,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.007,2971,10000,95.2,158.2,5.0,8,10.66,13.30,1.62,8.5,32.0,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.88,42.80,14.68,143.8,161.8,0.00,51544.0,11.13,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.017,2971,-8468,95.2,160.0,4.7,-22,10.71,13.30,1.71,8.5,31.9,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.73,41.15,14.59,143.8,161.8,0.00,51896.0,11.20,14.55,100.0,28.0,0.0,49.5,29.5,100.0,
56.027,2971,-8468,95.2,158.2,4.8,6,10.97,13.30,1.71,8.5,31.9,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.70,43.32,14.66,143.8,161.8,0.00,51368.0,11.26,14.55,100.0,25.0,0.0,47.5,29.5,100.0,
56.037,2864,-5108,95.2,158.2,5.0,16,10.69,13.30,1.68,8.0,31.0,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.77,42.59,14.66,143.8,161.8,0.00,50672.0,11.25,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
56.047,2864,-5108,95.2,158.2,4.8,-16,10.58,13.30,1.68,8.0,31.0,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.74,42.17,14.57,143.8,161.8,0.00,50328.0,11.35,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
56.057,2912,2330,95.2,160.0,4.7,-9,10.67,15.20,1.71,8.3,30.6,100.0,100.0,100.0,100.0,100.0,20.5,0.0,0.73,41.67,14.60,143.8,161.8,0.00,53000.0,11.39,14.55,100.0,28.0,0.0,49.5,29.0,100.0,
56.067,3253,2330,95.2,158.2,5.0,25,11.01,14.70,1.71,8.3,30.6,100.0,100.0,100.0,100.0,100.0,20.5,0.0,0.88,43.82,14.78,143.8,161.8,0.00,52816.0,11.41,14.55,100.0,25.0,0.0,47.5,29.0,100.0,
56.077,3253,10000,95.2,158.2,4.9,-8,10.73,13.70,1.40,7.6,32.4,100.0,100.0,100.0,100.0,100.0,21.9,0.0,0.80,41.59,14.68,143.8,161.8,0.00,52080.0,11.44,14.49,100.0,25.0,0.0,47.5,30.0,100.0,
56.087,3085,10000,95.2,160.0,4.7,-17,10.54,13.40,1.40,7.6,32.4,100.0,100.0,100.0,100.0,100.0,21.9,0.0,0.64,42.55,14.57,143.8,161.8,0.00,51544.0,11.54,14.49,100.0,28.0,0.0,49.5,30.0,100.0,
56.097,3085,-8638,95.2,158.2,4.9,19,10.65,13.50,1.71,8.8,32.9,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.68,41.22,14.63,143.8,161.8,0.00,51720.0,11.51,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.107,2980,-8638,95.2,158.2,4.9,3,10.91,13.30,1.71,8.8,32.9,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.76,42.50,14.70,143.8,161.8,0.00,51368.0,11.55,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.117,2980,-5215,95.2,160.0,4.7,-22,10.53,13.30,1.69,8.4,32.6,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.61,41.30,14.60,143.8,161.8,0.00,50840.0,11.58,14.55,100.0,28.0,0.0,49.5,29.5,100.0,
56.127,3006,-5215,95.2,158.2,4.9,14,10.50,13.50,1.69,8.4,32.6,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.69,42.84,14.57,143.8,161.8,0.00,51016.0,11.60,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.137,3006,1302,95.2,158.2,5.0,11,10.65,15.10,1.69,8.5,32.6,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.89,41.40,14.66,143.8,161.8,0.00,53760.0,11.58,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.151,3297,10000,95.2,160.0,4.7,-22,10.87,14.50,1.40,7.7,34.2,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.77,43.88,14.68,143.8,161.8,0.00,53000.0,11.67,14.46,100.0,28.0,0.0,49.5,30.0,100.0,
56.157,3297,10000,95.2,158.2,4.8,3,10.51,13.70,1.40,7.7,34.2,100.0,100.0,100.0,100.0,100.0,21.6,0.0,0.70,41.82,14.68,143.8,161.8,0.00,52264.0,11.66,14.46,100.0,25.0,0.0,47.5,30.0,100.0,
56.167,3130,-8713,95.2,158.2,5.0,19,10.49,13.30,1.66,8.7,34.6,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.79,41.65,14.70,143.8,161.8,0.00,51720.0,11.67,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.177,3130,-8713,95.2,160.0,4.7,-22,10.57,13.30,1.66,8.7,34.6,100.0,100.0,100.0,100.0,100.0,20.9,0.0,0.73,41.38,14.61,143.8,161.8,0.00,52080.0,11.72,14.55,100.0,28.0,0.0,49.5,30.0,100.0,
56.187,3027,-5196,95.2,160.0,4.7,-3,10.71,13.30,1.72,8.7,34.2,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.60,42.42,14.59,143.8,161.8,0.00,51368.0,11.75,14.55,100.0,28.0,0.0,49.5,30.0,100.0,
56.197,3027,-5196,95.2,158.2,5.0,25,10.40,13.30,1.72,8.7,34.2,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.73,41.82,14.68,143.8,161.8,0.00,50840.0,11.67,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.207,3060,1683,95.2,158.2,4.9,-6,10.43,13.20,1.75,8.9,34.2,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.78,41.27,14.66,143.8,161.8,0.00,52080.0,11.76,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.217,3060,1683,95.2,160.0,4.7,-19,10.54,14.90,1.75,8.9,34.2,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.76,41.84,14.66,143.8,161.8,0.00,53568.0,11.76,14.55,100.0,28.0,0.0,49.5,30.0,100.0,
56.231,3360,10000,95.2,158.2,4.9,17,10.62,14.70,1.40,7.8,35.6,100.0,100.0,100.0,100.0,100.0,21.7,0.0,0.77,43.00,14.66,143.8,161.8,0.00,52624.0,11.75,14.42,100.0,25.0,0.0,47.5,30.0,100.0,
56.237,3360,10000,95.2,158.2,5.0,8,10.39,13.70,1.40,7.8,35.6,100.0,100.0,100.0,100.0,100.0,21.7,0.0,0.83,41.50,14.72,143.8,161.8,0.00,52440.0,11.72,14.42,100.0,25.0,0.0,47.5,30.0,100.0,
56.247,3199,-8584,95.2,160.0,4.7,-25,10.38,13.40,1.68,9.0,36.1,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.70,41.38,14.66,143.8,161.8,0.00,51720.0,11.82,14.52,100.0,28.0,0.0,49.5,30.0,100.0,
56.257,3199,-8584,95.2,158.2,4.8,9,10.61,13.30,1.68,9.0,36.1,100.0,100.0,100.0,100.0,100.0,21.1,0.0,0.70,43.00,14.68,143.8,161.8,0.00,51896.0,11.80,14.52,100.0,25.0,0.0,47.5,30.0,100.0,
56.267,3102,-5015,95.2,158.2,5.0,16,10.48,13.30,1.72,8.9,36.0,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.80,42.25,14.68,143.8,161.8,0.00,51368.0,11.76,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.277,3102,-5015,95.2,158.2,4.8,-16,10.28,13.20,1.72,8.9,36.0,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.77,41.13,14.60,143.8,161.8,0.00,50840.0,11.82,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.287,3067,-1789,95.2,160.0,4.7,-6,10.34,13.50,1.79,9.1,35.6,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.76,40.95,14.64,143.8,161.8,0.00,53952.0,11.83,14.55,100.0,28.0,0.0,49.5,30.0,100.0,
56.297,3067,-1789,95.2,158.2,5.0,22,10.67,13.70,1.79,9.1,35.6,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.93,43.20,14.79,143.8,161.8,0.00,53760.0,11.80,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.307,3211,7706,95.2,158.2,4.9,-8,10.46,13.30,1.64,8.8,36.1,100.0,100.0,100.0,100.0,100.0,21.3,0.0,0.96,41.67,14.78,143.8,161.8,0.00,53184.0,11.80,14.52,100.0,25.0,0.0,47.5,30.0,100.0,
56.317,3211,7706,95.2,160.0,4.7,-17,10.27,13.30,1.64,8.8,36.1,100.0,100.0,100.0,100.0,100.0,21.3,0.0,0.80,42.52,14.63,143.8,161.8,0.00,52624.0,11.86,14.52,100.0,28.0,0.0,49.5,30.0,100.0,
56.327,3050,-8184,95.2,158.2,4.9,22,10.40,13.30,1.77,9.0,35.6,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.89,41.07,14.68,143.8,161.8,0.00,52440.0,11.82,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.337,3050,-8184,95.2,158.2,5.0,3,10.72,13.20,1.77,9.0,35.6,100.0,100.0,100.0,100.0,100.0,20.7,0.0,0.89,43.22,14.72,143.8,161.8,0.00,52264.0,11.85,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.347,2954,-4726,95.2,160.0,4.7,-25,10.37,13.30,1.72,8.5,34.5,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.73,41.07,14.63,143.8,161.8,0.00,51720.0,11.86,14.55,100.0,28.0,0.0,49.5,29.5,100.0,
56.357,2954,-4726,95.2,158.2,4.9,14,10.30,13.30,1.72,8.5,34.5,100.0,100.0,100.0,100.0,100.0,20.8,0.0,0.72,42.42,14.60,143.8,161.8,0.00,51192.0,11.89,14.55,100.0,25.0,0.0,47.5,29.5,100.0,
56.367,2909,-2182,95.2,158.2,5.0,11,10.45,13.80,1.76,8.5,33.4,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.89,40.90,14.68,143.8,161.8,0.00,53760.0,11.85,14.55,100.0,25.0,0.0,47.5,29.0,100.0,
56.377,2909,-2182,95.2,158.2,4.8,-16,10.72,13.50,1.76,8.5,33.4,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.77,42.65,14.73,143.8,161.8,0.00,53568.0,11.89,14.55,100.0,25.0,0.0,47.5,29.0,100.0,
56.387,3045,6903,95.2,158.2,4.8,-3,10.47,13.40,1.67,8.5,33.5,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.70,41.13,14.68,143.8,161.8,0.00,53000.0,11.86,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.397,3045,6903,95.2,158.2,5.0,19,10.40,13.30,1.67,8.5,33.5,100.0,100.0,100.0,100.0,100.0,21.0,0.0,0.77,42.70,14.70,143.8,161.8,0.00,52624.0,11.86,14.55,100.0,25.0,0.0,47.5,30.0,100.0,
56.407,2870,-8372,95.2,158.2,4.9,-11,10.49,13.30,1.74,8.3,32.4,100.0,100.0,100.0,100.0,100.0,20.3,0.0,0.77,41.32,14.66,143.8,161.8,0.00,51896.0,11.88,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
56.417,2870,-8372,95.2,158.2,4.7,-14,10.74,13.30,1.74,8.3,32.4,100.0,100.0,100.0,100.0,100.0,20.3,0.0,0.64,41.34,14.63,143.8,161.8,0.00,52080.0,11.92,14.55,100.0,25.0,0.0,47.5,28.5,100.0,
56.427,2759,-5104,95.2,158.2,5.0,25,10.65,13.30,1.69,7.8,30.7,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.76,42.70,14.70,143.8,161.8,0.00,51544.0,11.88,14.55,100.0,25.0,0.0,47.5,27.5,100.0,
56.437,2759,-5104,95.2,158.2,4.9,-6,10.50,13.20,1.69,7.8,30.7,100.0,100.0,100.0,100.0,100.0,20.4,0.0,0.75,41.84,14.63,143.8,161.8,0.00,51016.0,11.86,14.55,100.0,25.0,0.0,47.5,27.5,100.0,
56.447,2593,-7174,95.2,160.0,4.7,-19,10.56,13.40,1.72,7.4,28.7,100.0,100.0,100.0,100.0,100.0,19.6,0.0,0.64,41.47,14.57,143.8,161.8,0.00,50504.0,11.91,14.55,100.0,28.0,0.0,49.5,25.5,100.0,
56.457,2593,-7174,95.2,158.2,4.9,19,10.78,13.30,1.72,7.4,28.7,100.0,100.0,100.0,100.0,100.0,19.6,0.0,0.70,42.65,14.65,143.8,161.8,0.00,51016.0,11.83,14.55,100.0,25.0,0.0,47.5,25.5,100.0,
56.468,2593,-7174,95.2,158.2,5.0,6,11.15,13.20,1.72,7.4,28.7,100.0,100.0,100.0,100.0,100.0,19.6,0.0,0.78,42.92,14.66,143.8,161.8,0.00,50328.0,11.85,14.55,100.0,25.0,0.0,47.5,25.5,100.0,
56.477,2491,-4234,95.2,160.0,4.7,-25,10.74,13.30,1.68,7.0,26.8,100.0,100.0,100.0,100.0,100.0,20.1,0.0,0.64,42.45,14.57,143.8,161.8,0.00,50000.0,11.88,14.55,100.0,28.0,0.0,49.5,24.5,100.0,
56.487,2491,-4234,95.2,158.2,4.8,9,10.78,13.20,1.68,7.0,26.8,100.0,100.0,100.0,100.0,100.0,20.1,0.0,0.67,42.57,14.56,143.8,161.8,0.00,49504.0,11.85,14.55,100.0,25.0,0.0,47.5,24.5,100.0,
56.497,2443,-1954,95.2,158.2,5.0,19,10.96,14.30,1.70,6.9,25.2,100.0,100.0,100.0,100.0,100.0,19.4,0.0,0.86,42.90,14.60,143.8,161.8,0.00,51368.0,11.85,14.55,100.0,25.0,0.0,47.5,24.0,100.0,
56.507,2443,-1954,95.2,158.2,4.8,-19,11.14,13.80,1.70,6.9,25.2,100.0,100.0,100.0,100.0,100.0,19.4,0.0,0.85,43.97,14.64,143.8,161.8,0.00,52624.0,11.82,14.55,100.0,25.0,0.0,47.5,24.0,100.0,
56.518,2639,8622,95.2,160.0,4.7,-6,11.39,13.50,1.56,6.9,24.5,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.77,42.57,14.61,143.8,161.8,0.00,51896.0,11.83,14.55,100.0,28.0,0.0,49.5,26.0,100.0,
56.527,2639,8622,95.2,158.2,5.0,22,11.01,13.30,1.56,6.9,24.5,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.85,41.57,14.71,143.8,161.8,0.00,51368.0,11.75,14.55,100.0,25.0,0.0,47.5,26.0,100.0,
56.537,2639,8622,95.2,158.2,4.9,-11,11.02,13.30,1.56,6.9,24.5,100.0,100.0,100.0,100.0,100.0,20.6,0.0,0.82,42.88,14.65,143.8,161.8,0.00,50840.0,11.82,14.55,100.0,25.0,0.0,47.5,26.0,100.0,
56.547,2468,-7035,95.2,160.0,4.7,-14,11.11,13.30,1.67,6.9,23.5,100.0,100.0,100.0,100.0,100.0,19.8,0.0,0.70,42.63,14.59,143.8,161.8,0.00,50328.0,11.85,14.55,100.0,28.0,0.0,49.5,24.5,100.0,
56.557,2468,-7035,95.2,158.2,4.9,22,11.41,13.30,1.67,6.9,23.5,100.0,100.0,100.0,100.0,100.0,19.8,0.0,0.78,42.72,14.63,143.8,161.8,0.00,50328.0,11.77,14.55,100.0,25.0,0.0,47.5,24.5,100.0,
56.567,2379,-3529,95.2,158.2,4.9,0,11.54,13.30,1.67,6.6,22.5,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.80,43.42,14.59,143.8,161.8,0.00,50000.0,11.79,14.46,100.0,25.0,0.0,47.5,23.5,100.0,
56.577,2379,-3529,95.2,160.0,4.7,-22,11.11,13.30,1.67,6.6,22.5,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.64,42.17,14.57,143.8,161.8,0.00,49504.0,11.80,14.46,100.0,28.0,0.0,49.5,23.5,100.0,
56.587,2379,-3529,95.2,158.2,4.9,17,11.18,13.30,1.67,6.6,22.5,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.70,43.40,14.60,143.8,161.8,0.00,49016.0,11.80,14.46,100.0,25.0,0.0,47.5,23.5,100.0,
56.597,2293,-3287,95.2,158.2,5.0,8,11.36,13.50,1.67,6.4,21.4,100.0,100.0,100.0,100.0,100.0,19.5,0.0,0.83,42.92,14.60,143.8,161.8,0.00,50328.0,11.77,14.55,100.0,25.0,0.0,47.5,22.5,100.0,
56.607,2293,-3287,95.2,158.2,4.7,-22,11.55,13.70,1.67,6.4,21.4,100.0,100.0,100.0,100.0,100.0,19.5,0.0,0.72,42.72,14.59,143.8,161.8,0.00,51016.0,11.77,14.55,100.0,25.0,0.0,47.5,22.5,100.0,
56.618,2423,5250,95.2,160.0,4.8,6,11.75,14.30,1.61,6.5,20.9,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.69,43.13,14.55,143.8,161.8,0.00,50328.0,11.76,14.35,100.0,28.0,0.0,49.5,24.0,100.0,
56.627,2423,5250,95.2,158.2,5.0,16,11.33,13.50,1.61,6.5,20.9,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.74,42.82,14.66,143.8,161.8,0.00,49832.0,11.69,14.35,100.0,25.0,0.0,47.5,24.0,100.0,
56.637,2423,5250,95.2,158.2,4.8,-16,11.30,13.30,1.61,6.5,20.9,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.70,43.22,14.60,143.8,161.8,0.00,49336.0,11.77,14.35,100.0,25.0,0.0,47.5,24.0,100.0,
56.647,2299,-4752,95.2,160.0,4.7,-9,11.36,14.20,1.67,6.4,20.2,100.0,100.0,100.0,100.0,100.0,19.6,0.0,0.63,43.13,14.53,143.8,161.8,0.00,50160.0,11.77,14.54,100.0,28.0,0.0,49.5,22.5,100.0,
56.657,2299,-4752,95.2,158.2,5.0,25,11.61,13.70,1.67,6.4,20.2,100.0,100.0,100.0,100.0,100.0,19.6,0.0,0.76,43.09,14.62,143.8,161.8,0.00,50840.0,11.70,14.54,100.0,25.0,0.0,47.5,22.5,100.0,
56.667,2299,-4752,95.2,158.2,4.9,-8,11.87,13.40,1.67,6.4,20.2,100.0,100.0,100.0,100.0,100.0,19.6,0.0,0.77,43.27,14.57,143.8,161.8,0.00,50160.0,11.75,14.54,100.0,25.0,0.0,47.5,22.5,100.0,
56.677,2348,1918,95.2,160.0,4.7,-17,11.31,13.30,1.69,6.6,19.8,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.61,42.84,14.57,143.8,161.8,0.00,49504.0,11.79,14.10,100.0,28.0,0.0,49.5,23.0,100.0,
56.687,2348,1918,95.2,158.2,4.9,19,11.26,13.30,1.69,6.6,19.8,100.0,100.0,100.0,100.0,100.0,20.2,0.0,0.72,41.84,14.61,143.8,161.8,0.00,49016.0,11.76,14.10,100.0,25.0,0.0,47.5,23.0,100.0,
56.697,2376,1108,95.2,158.2,5.0,6,11.38,13.30,1.66,6.6,19.5,100.0,100.0,100.0,100.0,100.0,19.8,0.0,0.82,43.40,14.57,143.8,161.8,0.00,50000.0,11.77,14.55,100.0,25.0,0.0,47.5,23.5,100.0,
56.707,2376,1108,95.2,160.0,4.7,-25,11.56,13.30,1.66,6.6,19.5,100.0,100.0,100.0,100.0,100.0,19.8,0.0,0.76,43.88,14.56,143.8,161.8,0.00,50328.0,11.79,14.55,100.0,28.0,0.0,49.5,23.5,100.0,
56.717,2805,10000,95.2,158.2,4.9,14,11.62,13.30,1.65,7.7,21.0,100.0,100.0,100.0,100.0,100.0,21.3,0.0,0.80,43.05,14.55,143.8,161.8,0.00,49832.0,11.77,14.35,100.0,25.0,0.0,47.5,28.0,100.0,
