Time (sec),RPM,RPM Rate (RPM/sec),Air Temp (F),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Fuel Angle (deg),Accel Compensation - Fuel (%),Starting Compensation - Fuel (%),Air Temp Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),U1: Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿Ã¿ Compensation - Fuel (%),Ignition Angle (DBTDC),Coolant Temp Compensation - Ignition (deg),   Oil P,  Fuel P,  Comp P,Oil T (F),Res T (F),   EMPTY,  Comp S,Measured AFR #1,Target AFR,Lambda/AFR STF #1 (%),PWM Duty Cycle % #1,PWM Duty Cycle % #2,PWM Duty Cycle % #3,PWM Duty Cycle % #4,Accel Base Comp (%),
29.971,6232,-10000,97.0,152.8,27.2,11,15.34,15.60,1.90,19.7,144.0,100.1,100.0,100.0,100.0,100.0,27.8,0.0,2.28,46.57,17.48,124.0,154.6,0.00,111936.0,21.37,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
29.981,6169,-6477,97.0,152.8,27.2,5,15.77,15.30,1.84,18.9,141.2,100.1,100.0,100.0,100.0,100.0,27.7,0.0,2.29,47.72,17.73,124.0,154.6,0.00,111936.0,21.49,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
29.991,6000,-10000,98.8,152.8,27.1,-18,15.44,15.50,1.81,18.1,137.9,100.1,100.0,100.0,100.0,100.0,27.3,0.0,2.20,47.32,17.41,124.0,156.4,0.00,111104.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.001,5949,-5056,98.8,152.8,27.2,13,15.88,16.00,1.74,17.3,135.0,100.1,100.0,100.0,100.0,100.0,27.2,0.0,2.15,48.42,17.56,124.0,156.4,0.00,111104.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.012,5779,-10000,97.0,152.8,27.2,5,15.57,15.90,1.74,16.8,131.3,100.0,100.0,100.0,100.0,100.0,27.0,0.0,2.18,47.82,17.32,124.0,154.6,0.00,108688.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.022,5731,-4584,98.8,152.8,27.1,-10,15.99,15.30,1.71,16.3,128.0,100.0,100.0,100.0,100.0,100.0,27.0,0.0,2.09,47.57,17.40,124.0,156.4,0.00,108688.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.031,5552,-4584,98.8,152.8,27.1,-3,15.67,16.10,1.71,16.3,128.0,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.96,47.27,17.15,124.0,156.4,0.00,107136.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.041,5493,-10000,97.0,152.8,27.2,13,15.98,15.20,1.75,16.2,123.5,100.0,100.0,100.0,100.0,100.0,27.0,0.0,2.01,48.17,17.33,124.0,154.6,0.00,107136.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.051,5493,-5401,98.8,152.8,27.2,-8,15.85,15.50,1.79,16.4,119.3,100.0,100.0,100.0,100.0,100.0,27.0,0.0,1.97,47.45,16.98,124.0,156.4,0.00,105632.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.061,5314,-10000,98.8,152.8,27.1,-5,15.95,15.40,1.77,15.7,114.6,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.85,48.05,17.24,124.0,156.4,0.00,105632.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.071,5259,-4821,97.0,152.8,27.2,13,16.09,14.40,1.78,15.6,110.6,100.0,100.0,100.0,100.0,100.0,27.1,0.0,1.95,47.13,17.12,124.0,154.6,0.00,104888.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.081,5106,-10000,98.8,152.8,27.2,-5,15.95,14.70,2.10,17.9,106.8,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.95,45.77,17.16,124.0,156.4,0.00,103448.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.091,5080,-2201,98.8,152.8,27.1,-8,16.34,16.00,1.94,16.4,103.8,100.0,100.0,100.0,100.0,100.0,27.3,0.0,1.82,47.90,17.45,124.0,156.4,0.00,103448.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.102,4920,-10000,98.8,152.8,27.3,24,15.92,15.90,1.76,14.4,100.3,100.0,100.0,100.0,100.0,100.0,27.5,0.0,1.80,48.20,16.72,124.0,156.4,0.00,101344.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.112,4920,-10000,97.0,152.8,27.8,49,16.36,15.70,1.76,14.4,100.3,100.4,100.0,100.0,100.0,100.0,27.5,0.0,1.82,48.30,17.16,124.0,154.6,0.00,102040.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.4,
30.122,4887,-2687,98.8,152.8,28.2,38,16.14,15.10,1.76,14.3,97.1,100.3,100.0,100.0,100.0,100.0,27.5,0.0,1.63,48.34,16.64,124.0,156.4,0.00,100000.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.1,
30.132,4760,-10000,98.8,152.8,29.0,76,16.17,15.70,1.75,13.9,92.8,101.0,100.0,100.0,100.0,100.0,27.5,0.0,1.54,47.09,17.18,124.0,156.4,0.00,100000.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,101.0,
30.142,4781,1673,98.8,152.8,29.6,60,16.54,15.40,1.76,14.0,89.7,100.9,100.0,100.0,100.0,100.0,27.5,0.0,1.64,48.80,17.33,124.0,154.6,0.00,100000.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.6,
30.152,4672,-8489,98.8,152.8,29.8,19,16.08,15.60,1.77,13.8,85.7,100.9,100.0,100.0,100.0,100.0,27.5,0.0,1.51,48.17,16.25,124.0,156.4,0.00,98032.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.6,
30.162,4672,-8489,98.8,152.8,30.2,46,16.45,16.00,1.77,13.8,85.7,100.9,100.0,100.0,100.0,100.0,27.5,0.0,1.55,48.02,17.05,124.0,156.4,0.00,99336.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.172,4718,3617,97.0,152.8,30.7,48,16.47,14.60,1.77,13.9,83.2,100.9,100.0,100.0,100.0,100.0,27.5,0.0,1.66,48.17,16.28,124.0,154.6,0.00,97400.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.181,4752,2693,98.8,152.8,31.0,30,16.32,14.20,2.01,15.9,81.7,100.9,100.0,100.0,100.0,100.0,27.5,0.0,1.69,47.30,16.96,124.0,156.4,0.00,103448.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.191,5030,10000,98.8,152.8,31.1,6,16.76,15.20,2.15,18.0,83.9,100.9,100.0,100.0,100.0,100.0,27.4,0.0,1.63,48.90,17.49,124.0,156.4,0.00,102736.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.202,5090,5090,98.8,152.8,31.2,16,16.39,15.80,1.83,15.5,85.9,100.9,100.0,100.0,100.0,100.0,27.3,0.0,1.64,48.45,16.53,124.0,156.4,0.00,103448.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.212,5454,10000,98.8,152.8,31.3,8,16.80,15.90,1.89,17.2,89.6,100.9,100.0,100.0,100.0,100.0,27.0,0.0,1.84,48.77,17.29,124.0,156.4,0.00,104160.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.221,5559,10000,98.8,152.8,31.2,-11,16.41,15.40,1.89,17.2,89.6,100.9,100.0,100.0,100.0,100.0,27.0,0.0,1.67,46.52,16.81,124.0,156.4,0.00,102736.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.231,5987,9729,98.8,152.8,31.3,11,16.50,16.00,1.91,17.7,93.5,100.9,100.0,100.0,100.0,100.0,27.0,0.0,1.73,48.59,17.04,124.0,156.4,0.00,106376.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.241,6072,10000,97.0,152.8,31.5,16,16.40,15.70,2.04,20.4,100.6,100.8,100.0,100.0,100.0,100.0,27.3,0.0,1.87,47.42,17.33,124.0,154.6,0.00,104888.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.252,6454,10000,98.8,152.8,31.3,-13,16.39,15.60,2.15,23.1,113.9,100.8,100.0,100.0,100.0,100.0,28.3,0.0,1.82,47.47,17.21,124.0,156.4,0.00,109488.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.262,6506,5639,98.8,152.8,31.4,11,16.15,16.00,2.16,23.4,119.7,100.8,100.0,100.0,100.0,100.0,28.4,0.0,1.90,46.22,17.11,124.0,156.4,0.00,109488.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.271,6840,10000,97.0,152.8,31.6,19,16.31,15.30,2.12,24.2,126.3,100.8,100.0,100.0,100.0,100.0,29.0,0.0,2.09,46.07,17.51,124.0,154.6,0.00,111936.0,21.49,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.281,6868,3205,98.8,152.8,31.5,-14,15.99,15.40,2.14,24.5,131.6,100.8,100.0,100.0,100.0,100.0,29.0,0.0,2.11,45.30,17.24,124.0,156.4,0.00,114496.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.291,7147,10000,98.8,152.8,31.5,3,16.19,15.60,1.97,23.5,137.5,100.8,100.0,100.0,100.0,100.0,29.0,0.0,2.06,47.15,17.73,124.0,156.4,0.00,114496.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.301,7183,4310,97.0,152.8,31.7,21,15.97,15.30,2.00,23.9,142.3,100.8,100.0,100.0,100.0,100.0,29.0,0.0,2.18,48.75,17.38,124.0,154.6,0.00,119040.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.312,7462,-1616,98.8,152.8,31.7,-5,16.01,15.80,1.92,23.9,151.5,100.8,100.0,100.0,100.0,100.0,29.5,0.0,2.26,48.15,17.81,124.0,156.4,0.00,119040.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.321,7650,10000,98.8,152.8,31.7,-3,16.12,15.70,1.90,24.2,155.6,100.8,100.0,100.0,100.0,100.0,30.0,0.0,2.29,44.65,18.22,124.0,156.4,0.00,120960.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.331,7606,-5578,98.8,152.8,31.8,14,15.97,15.70,1.92,24.3,158.5,100.8,100.0,100.0,100.0,100.0,29.9,0.0,2.31,47.65,18.15,124.0,156.4,0.00,125000.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.341,7642,10000,98.8,152.8,31.9,11,16.16,15.70,1.90,24.5,161.5,100.7,100.0,100.0,100.0,100.0,30.0,0.0,2.34,49.90,18.50,124.0,154.6,0.00,122944.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.351,7700,7443,98.8,152.8,31.8,-14,16.22,15.60,1.92,24.6,165.0,100.7,100.0,100.0,100.0,100.0,30.0,0.0,2.29,46.75,18.32,124.0,156.4,0.00,128200.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.361,7658,-5360,98.8,152.8,31.8,5,16.17,15.70,1.93,24.6,166.1,100.7,100.0,100.0,100.0,100.0,30.0,0.0,2.38,45.77,18.69,124.0,156.4,0.00,130432.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.371,7812,10000,98.8,152.8,32.0,19,16.54,15.70,1.92,25.0,167.7,100.7,100.0,100.0,100.0,100.0,30.0,0.0,2.57,49.57,19.11,124.0,154.6,0.00,129304.0,21.20,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.382,7753,5814,98.8,152.8,32.0,-2,16.54,15.80,1.97,25.5,169.3,100.7,100.0,100.0,100.0,100.0,30.0,0.0,2.56,49.20,18.43,124.0,156.4,0.00,131576.0,20.40,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.391,7593,-10000,98.8,152.8,31.9,-11,16.50,15.80,1.98,25.1,169.2,100.7,100.0,100.0,100.0,100.0,29.8,0.0,2.53,45.70,18.50,124.0,156.4,0.00,130432.0,19.80,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.401,7575,-2272,98.8,152.8,32.1,22,16.74,15.90,1.98,25.0,169.0,100.7,100.0,100.0,100.0,100.0,29.8,0.0,2.51,48.30,18.95,124.0,154.6,0.00,129304.0,19.40,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.411,7379,-10000,98.8,152.8,32.0,-14,16.51,15.30,2.06,25.3,167.9,100.7,100.0,100.0,100.0,100.0,29.3,0.0,2.38,48.97,18.14,124.0,156.4,0.00,128200.0,19.30,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.421,7109,-9371,98.8,152.8,31.9,-8,16.56,15.40,2.05,24.9,166.6,100.7,100.0,100.0,100.0,100.0,29.2,0.0,2.25,48.34,18.32,124.0,156.4,0.00,126048.0,19.30,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.431,7042,-7863,98.8,152.8,32.1,19,16.72,15.90,2.13,25.0,162.5,100.7,100.0,100.0,100.0,100.0,29.0,0.0,2.40,46.80,18.60,124.0,156.4,0.00,126048.0,19.29,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.441,6849,-10000,98.8,152.8,32.0,-3,16.48,15.30,2.21,25.2,159.7,100.6,100.0,100.0,100.0,100.0,29.0,0.0,2.57,47.07,18.39,124.0,156.4,0.00,123960.0,19.52,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.451,6768,-9138,98.8,152.8,31.9,-13,16.81,15.30,2.20,24.8,157.0,100.6,100.0,100.0,100.0,100.0,29.0,0.0,2.46,49.07,18.41,124.0,156.4,0.00,123960.0,19.74,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.461,6575,-10000,98.8,152.8,32.0,13,16.52,15.70,2.21,24.2,153.8,100.6,100.0,100.0,100.0,100.0,28.6,0.0,2.50,47.27,18.04,124.0,156.4,0.00,122944.0,20.02,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.471,6504,-7697,98.8,152.8,32.1,6,16.83,15.50,2.18,23.6,150.8,100.6,100.0,100.0,100.0,100.0,28.4,0.0,2.60,48.72,18.27,124.0,154.6,0.00,121944.0,20.58,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.481,6327,-10000,98.8,152.8,32.0,-9,16.63,15.80,2.17,22.9,147.5,100.6,100.0,100.0,100.0,100.0,28.0,0.0,2.44,47.67,18.02,124.0,156.4,0.00,120960.0,21.27,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.491,6274,-5542,98.8,152.8,32.0,-5,16.91,15.70,2.15,22.5,144.6,100.6,100.0,100.0,100.0,100.0,27.9,0.0,2.38,48.27,18.10,124.0,156.4,0.00,120000.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.501,6099,-10000,98.8,152.8,32.1,16,16.81,15.40,2.11,21.4,141.2,100.6,100.0,100.0,100.0,100.0,27.5,0.0,2.38,48.07,18.08,124.0,154.6,0.00,120000.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.511,6059,-4039,98.8,152.8,32.0,-16,16.98,15.30,2.09,21.1,138.3,100.6,100.0,100.0,100.0,100.0,27.4,0.0,2.25,48.27,17.85,124.0,156.4,0.00,118104.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.522,5877,-10000,98.8,152.8,31.9,-8,16.84,15.50,2.04,20.0,134.8,100.6,100.0,100.0,100.0,100.0,27.0,0.0,2.15,47.32,18.07,124.0,156.4,0.00,118104.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.531,5829,-4663,98.8,152.8,32.1,24,17.08,15.60,2.03,19.7,131.7,100.6,100.0,100.0,100.0,100.0,27.0,0.0,2.26,48.59,17.86,124.0,154.6,0.00,116272.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.541,5632,-10000,98.8,152.8,31.9,-19,16.83,15.60,1.99,18.7,127.2,100.5,100.0,100.0,100.0,100.0,27.0,0.0,2.13,47.38,17.88,124.0,156.4,0.00,116272.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.551,5569,-5847,98.8,152.8,31.9,-2,17.11,15.70,1.95,18.1,123.1,100.5,100.0,100.0,100.0,100.0,27.0,0.0,2.08,48.13,18.07,124.0,156.4,0.00,115384.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.561,5372,-10000,98.8,152.8,32.1,19,16.82,15.70,1.91,17.1,117.9,100.5,100.0,100.0,100.0,100.0,27.0,0.0,2.07,48.00,17.59,124.0,156.4,0.00,112776.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.571,5312,-5312,98.8,152.8,32.0,-9,17.32,15.60,1.89,16.7,113.5,100.5,100.0,100.0,100.0,100.0,27.1,0.0,2.13,49.22,18.15,124.0,156.4,0.00,112776.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.582,5139,-10000,98.8,152.8,31.9,-8,16.81,15.60,1.86,15.9,109.3,100.5,100.0,100.0,100.0,100.0,27.2,0.0,1.93,48.65,17.32,124.0,156.4,0.00,111104.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.591,5139,-10000,98.8,152.8,32.0,11,17.23,15.50,1.86,15.9,109.3,100.5,100.0,100.0,100.0,100.0,27.2,0.0,1.86,48.92,17.74,124.0,156.4,0.00,111104.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.601,5098,-3484,98.8,152.8,32.1,8,16.96,15.30,1.84,15.6,105.8,100.5,100.0,100.0,100.0,100.0,27.3,0.0,2.02,48.84,17.15,124.0,156.4,0.00,109488.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.611,4960,-10000,98.8,152.8,32.0,-13,17.02,15.40,1.79,14.8,102.4,100.5,100.0,100.0,100.0,100.0,27.4,0.0,1.86,49.27,17.61,124.0,156.4,0.00,109488.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.621,4982,1826,98.8,152.8,32.0,0,17.26,15.30,1.80,14.9,99.8,100.5,100.0,100.0,100.0,100.0,27.4,0.0,1.84,47.84,17.62,124.0,156.4,0.00,108688.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.631,4826,-10000,98.8,152.8,32.1,13,16.90,15.80,1.79,14.4,95.8,100.5,100.0,100.0,100.0,100.0,27.5,0.0,1.93,49.45,17.18,124.0,156.4,0.00,107136.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.641,4817,-10000,98.8,152.8,32.0,-8,17.34,15.60,1.79,14.4,95.8,100.4,100.0,100.0,100.0,100.0,27.5,0.0,1.91,48.92,17.81,124.0,156.4,0.00,107136.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.651,4817,-722,98.8,152.8,31.9,-16,16.79,14.40,1.79,14.4,92.6,100.4,100.0,100.0,100.0,100.0,27.5,0.0,1.76,47.57,16.82,124.0,156.4,0.00,105632.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.661,4687,-10000,98.8,152.8,32.1,24,16.97,15.50,2.08,16.2,88.2,100.4,100.0,100.0,100.0,100.0,27.5,0.0,1.84,49.59,17.35,124.0,156.4,0.00,107912.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.671,4700,1018,98.8,152.8,32.0,-16,17.40,15.60,1.77,13.9,84.9,100.4,100.0,100.0,100.0,100.0,27.5,0.0,1.77,48.07,17.99,124.0,156.4,0.00,108688.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.681,4822,9804,98.8,152.8,31.9,-3,17.09,15.50,1.79,14.4,84.2,100.4,100.0,100.0,100.0,100.0,27.5,0.0,1.60,49.42,17.01,124.0,156.4,0.00,108688.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.692,5297,10000,98.8,152.8,32.1,17,17.52,15.90,1.89,16.7,87.1,100.4,100.0,100.0,100.0,100.0,27.1,0.0,1.80,48.92,17.92,124.0,156.4,0.00,110288.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.701,5216,10000,98.8,152.8,32.0,-6,17.02,15.50,1.89,16.7,87.1,100.4,100.0,100.0,100.0,100.0,27.1,0.0,1.78,47.80,17.49,124.0,156.4,0.00,107912.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.711,5216,-7042,98.8,152.8,32.0,-8,17.10,16.00,1.87,16.3,89.0,100.4,100.0,100.0,100.0,100.0,27.2,0.0,1.62,49.40,17.45,124.0,156.4,0.00,113632.0,21.56,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.721,5330,10000,98.8,152.8,32.0,5,17.16,15.60,1.90,16.9,91.1,100.4,100.0,100.0,100.0,100.0,27.0,0.0,1.68,48.47,17.29,124.0,156.4,0.00,111936.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.731,5382,4665,98.8,152.8,32.1,11,17.02,16.10,1.92,17.2,93.0,100.4,100.0,100.0,100.0,100.0,27.0,0.0,1.86,47.38,17.89,124.0,156.4,0.00,115384.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.741,5747,10000,98.8,152.8,32.0,-11,17.25,15.50,2.00,19.2,98.3,100.3,100.0,100.0,100.0,100.0,27.0,0.0,1.94,47.25,17.77,124.0,156.4,0.00,112776.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.751,5795,4636,98.8,152.8,32.0,-5,16.92,15.70,2.01,19.4,102.9,100.3,100.0,100.0,100.0,100.0,27.0,0.0,1.89,47.15,17.70,124.0,156.4,0.00,117184.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.761,6137,10000,98.8,152.8,32.1,16,17.19,16.00,2.11,21.6,108.9,100.3,100.0,100.0,100.0,100.0,27.6,0.0,2.10,47.32,18.17,124.0,156.4,0.00,116272.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.771,6145,819,98.8,152.8,32.1,0,16.85,15.70,2.11,21.6,113.7,100.3,100.0,100.0,100.0,100.0,27.6,0.0,2.13,47.20,17.64,124.0,156.4,0.00,119040.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.781,6439,10000,98.8,152.8,31.9,-19,17.03,16.00,2.18,23.4,119.2,100.3,100.0,100.0,100.0,100.0,28.3,0.0,2.15,47.27,18.08,124.0,156.4,0.00,117184.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.791,6424,-1606,98.8,152.8,32.1,19,16.85,15.80,2.18,23.3,123.4,100.3,100.0,100.0,100.0,100.0,28.2,0.0,2.17,47.52,17.88,124.0,156.4,0.00,121944.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.801,6590,10000,98.8,152.8,32.1,0,16.94,15.80,2.22,24.7,128.2,100.3,100.0,100.0,100.0,100.0,28.8,0.0,2.25,47.80,17.96,124.0,156.4,0.00,120000.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.812,6732,10000,98.8,152.8,32.1,3,16.98,15.30,2.24,25.1,134.7,100.3,100.0,100.0,100.0,100.0,28.9,0.0,2.26,46.20,18.64,124.0,156.4,0.00,125000.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.821,6704,-3128,98.8,152.8,32.1,-8,16.84,15.50,2.24,25.0,137.1,100.3,100.0,100.0,100.0,100.0,28.8,0.0,2.26,45.90,18.77,124.0,156.4,0.00,125000.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.831,6965,10000,98.8,152.8,32.1,5,17.16,15.30,2.17,25.2,140.7,100.3,100.0,100.0,100.0,100.0,29.0,0.0,2.54,46.75,18.79,124.0,156.4,0.00,126048.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.841,6899,-7589,98.8,152.8,32.0,-11,16.81,15.90,2.21,25.4,143.0,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.48,47.13,18.30,124.0,156.4,0.00,129304.0,21.54,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.851,7095,10000,98.8,152.8,32.0,-5,17.17,15.50,2.13,25.2,146.1,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.45,48.34,19.28,124.0,156.4,0.00,128200.0,21.55,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.861,6996,-10000,98.8,152.8,32.1,16,17.05,15.20,2.18,25.4,147.9,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.54,47.72,18.63,124.0,156.4,0.00,132736.0,21.52,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.872,6970,-10000,98.8,152.8,32.1,-2,17.21,15.30,2.18,25.3,150.8,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.57,48.07,18.95,124.0,156.4,0.00,133928.0,21.51,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.881,7007,4321,98.8,152.8,31.9,-19,17.41,15.30,2.18,25.5,151.6,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.40,45.88,19.27,124.0,156.4,0.00,135128.0,21.27,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.891,6938,-7978,98.8,152.8,32.1,21,17.28,15.80,2.21,25.6,151.8,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.43,47.75,19.27,124.0,156.4,0.00,135128.0,20.49,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.901,7138,10000,98.8,152.8,32.1,0,17.71,15.30,2.14,25.5,153.3,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.48,49.20,19.85,124.0,156.4,0.00,136360.0,19.71,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.911,6972,-10000,98.8,152.8,31.9,-24,17.50,15.40,2.21,25.7,153.3,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.37,47.65,19.02,124.0,156.4,0.00,138888.0,19.15,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.921,7015,5028,98.8,152.8,32.0,16,17.74,15.50,2.19,25.6,153.6,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.48,49.17,19.44,124.0,156.4,0.00,136360.0,18.61,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.931,6698,-10000,98.8,152.8,32.1,6,17.81,15.80,2.27,25.6,152.3,100.2,100.0,100.0,100.0,100.0,29.0,0.0,2.51,47.13,19.68,124.0,156.4,0.00,136360.0,18.26,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.942,6401,-10000,98.8,152.8,31.9,-22,17.66,15.90,2.19,23.4,147.9,100.1,100.0,100.0,100.0,100.0,28.2,0.0,2.43,46.84,19.30,124.0,156.4,0.00,132736.0,18.05,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.952,6224,-10000,98.8,152.8,32.0,13,17.93,15.70,2.14,22.2,144.6,100.1,100.0,100.0,100.0,100.0,27.8,0.0,2.41,48.70,19.45,124.0,156.4,0.00,132736.0,17.86,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
30.962,5891,-10000,98.8,152.8,32.1,9,17.64,15.50,2.06,20.2,139.8,100.1,100.0,100.0,100.0,100.0,27.0,0.0,2.51,48.17,19.09,124.0,156.4,0.00,129304.0,17.73,13.97,100.0,8.5,0.0,41.5,30.0,100.3,
